epoch,train_loss,valid_loss
1,0.4840502582436843,0.2844216525554657
2,0.16905650775209605,0.19917286932468414
3,0.09648028005370134,0.1654951125383377
4,0.06921155643548897,0.14803344011306763
5,0.05596063312866705,0.136168971657753
6,0.04681138343197836,0.13562294840812683
7,0.04190292561815368,0.13682372868061066
8,0.03684953920435991,0.1243542730808258
9,0.0352011391182812,0.12325217574834824
10,0.030435213149129916,0.12364910542964935
11,0.02883383517803477,0.11898427456617355
12,0.026354265017367953,0.11685872077941895
13,0.024675811004402828,0.11234872788190842
14,0.022621111488706772,0.11170695722103119
15,0.020500871506955128,0.10909365117549896
16,0.019744529181139933,0.10897396504878998
17,0.018090249715949133,0.11038613319396973
18,0.016471535114826057,0.10913030058145523
19,0.014630873104651197,0.09836529195308685
20,0.014790731247702091,0.09813342988491058
21,0.013821140253286568,0.10698187351226807
22,0.012697405684337342,0.10211842507123947
23,0.011951588817852006,0.1017550528049469
24,0.01105211263777112,0.09902580082416534
25,0.010428476194254787,0.10400279611349106
26,0.009968021140842559,0.10046558082103729
27,0.008845826262514369,0.09379751980304718
28,0.008276733583201178,0.09657512605190277
29,0.007270438047192937,0.09331175684928894
30,0.006761516451085214,0.09038880467414856
31,0.006333887603857534,0.09227332472801208
32,0.005472180574274749,0.08905898779630661
33,0.005587410891978003,0.08652864396572113
34,0.0050639833571563524,0.08891607820987701
35,0.004611111936166132,0.09019109606742859
36,0.004489695968226992,0.08813761919736862
37,0.004353497130461305,0.09017040580511093
38,0.004223408499102799,0.0837605744600296
39,0.003795213434550402,0.08623070269823074
40,0.003819889516281567,0.08388476073741913
41,0.0036081391714995713,0.08560154587030411
42,0.0037694832162676957,0.08254636079072952
43,0.003088203580420223,0.08698946982622147
44,0.0032048382655643732,0.08515165001153946
45,0.00330031578087335,0.08362770825624466
46,0.0027714194796925828,0.08489102870225906
47,0.003113563199319857,0.0788356363773346
48,0.003170928582817102,0.08637050539255142
49,0.0028866048728068954,0.08261916041374207
50,0.002883003173704199,0.08179127424955368
51,0.0027924399997154587,0.08792220801115036
52,0.002806243634106015,0.08742644637823105
53,0.0029997738252440804,0.08281730860471725
54,0.002456703900004462,0.07767723500728607
55,0.002294910636147578,0.08373352885246277
56,0.0025593220396972387,0.08212694525718689
57,0.0023705206824828394,0.08230161666870117
58,0.0021871719375359928,0.08317390084266663
59,0.002171803788422681,0.07960635423660278
60,0.002184273842588174,0.08092305809259415
61,0.0019232954213516317,0.08101360499858856
62,0.001807125251767018,0.08293914049863815
63,0.0018672071223100313,0.08333128690719604
64,0.001763538524454875,0.07844763249158859
