dimension,MRR,Hits@1,Hits@3,Hits@10
100,0.4910710960763306,0.39570680082371035,0.551807731407867,0.6498579360321143
200,0.5056242458795225,0.4301410212965618,0.5436097281234523,0.6471078904152439
300,0.5019487284986893,0.4192320725699241,0.5507259599092876,0.6515262101504053
