dimension,MRR,Hits@1,Hits@3,Hits@10
100,0.30424817912217555,0.23174673513541694,0.33648306962437763,0.43884732685139327
200,0.3444700868239372,0.26748429476318325,0.38896853739280035,0.4746370200453562
300,0.25637233797399045,0.13369653051116961,0.3432995334045825,0.4439824831217579
