,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399
DRUG_CATEGORY,-1.0403352,-1.2933589,-1.0846384,-1.1649728,-0.8893052,-1.135201,-1.1513164,-1.0368847,-0.9221965,0.13164638,-1.0174165,1.3128927,-1.481913,-1.0905417,-1.5564357,-0.8748006,-1.2110248,1.376266,-1.416473,-0.93839103,1.0712172,-0.94043076,-0.99585205,-1.1610967,-1.013657,-1.256573,-1.2715584,-0.5853275,-1.1709365,-1.0757611,-1.1883353,-1.1125057,1.0829506,-1.0017477,-1.002525,-1.0771117,-1.1313283,-1.00074,-1.6935704,-1.5484205,1.0904354,-1.325666,-1.3505586,-0.865576,-1.7896538,-0.9090162,-1.4862841,1.087151,-1.1882944,-1.1020555,-1.1466695,1.3935784,-1.1200463,-1.2819418,-1.220102,-1.251912,-0.9817159,-1.0067575,-1.2353843,-0.9743993,-1.2249366,-1.3135835,-0.9248069,-1.0351182,-1.3065512,-1.1465036,-1.2002116,-1.3850162,-1.2894787,-0.9812868,-1.0308428,0.11740565,-0.4466053,-1.6652981,-1.058119,-1.759641,0.3524211,-1.1974767,-1.8170244,-1.1287652,-1.6375145,-0.8742555,-1.4472944,-1.4488422,-1.0612105,-1.4560751,-0.9458841,1.3822178,-1.1985434,1.409969,-1.4858594,-1.2085321,-1.3511627,-1.463965,-1.1589766,-1.1170485,-0.89873075,-0.8245468,-1.095685,-1.1266651,-0.8036964,0.7042875,-0.870746,-1.2680302,-1.0366867,-1.6583987,-1.7747158,-0.83167493,-1.1753151,-1.1552484,-1.1350309,-1.2220936,-1.271472,-0.9793799,-1.1524037,-1.1832442,-1.1032399,-1.2401551,-0.92927927,-1.1535062,-1.5230746,-1.3400346,-0.99282736,-0.9999745,-1.1360204,-1.2154527,-0.6871786,-1.4373565,1.348866,-0.6671498,-1.2374908,1.0172007,-0.8187074,-1.7946036,-0.978651,-0.755589,-0.9203722,0.7168476,-0.07303731,-0.941204,1.1138308,-1.1914501,1.1107857,-1.1861402,-1.1015143,0.52744466,-1.219053,1.2206105,-0.9787497,-1.0939908,1.0779812,0.36800033,-1.4170047,-0.9575945,-1.5745856,-1.4272114,-1.1317583,-1.2138112,-1.1651802,1.2850889,-1.2800394,0.5598063,-1.318634,-1.1427174,-0.96188104,-1.4078667,1.0440922,-1.1665121,0.6939305,1.0994195,1.2370107,-1.061428,-0.7076201,-1.3494762,-1.0928196,-1.1082563,-1.0593455,-1.0918101,-1.2745014,-1.3237253,-1.1066445,-1.3624647,-1.0989916,-1.2266608,-1.5589828,-1.0932478,-1.5487823,1.1603004,1.5504775,-1.1444161,-1.5258912,-1.2259315,-0.7909571,-0.9234369,-0.14078695,1.1871808,-1.1716127,-1.0202647,-1.0373931,-1.3317612,-0.8162891,1.36776,-0.69245434,1.0479853,1.0187031,-0.67352223,-0.8781167,-0.5980645,-1.0547857,1.257243,-0.44905713,-1.4326667,-1.0475726,-0.87857234,1.0892607,0.091642566,0.78666526,-1.3942252,-1.3377738,-0.7190808,-1.0543352,0.2573828,0.40688375,0.6883814,-0.56047964,0.9555678,-0.18892118,-0.32203773,0.4043752,0.444067,-1.15081,-0.9203923,1.2126551,-0.4128734,0.28435302,-0.23838449,-0.7070586,1.41589,1.4874489,-1.4675801,0.52591014,0.7042674,-0.8266544,-1.0304174,1.0596828,-1.0917481,-1.5376955,1.012192,0.9122573,0.89489275,-0.29682294,-0.32520676,0.29450285,-1.4570571,0.75443566,0.10594316,-0.85010016,0.55659205,0.564414,0.36398414,1.4419525,-1.28126,0.5552617,0.3211697,-0.73400646,0.30722407,-0.9440947,-0.7013982,1.0703024,1.2263104,0.6231016,1.0171187,1.1929952,0.7079028,0.034144927,0.040788338,-0.55684304,-0.68118757,-1.2896259,-0.35270673,-1.3633202,-0.93980336,-1.0390738,0.99827033,1.0812464,1.224492,0.6115255,-1.404803,-1.2278155,1.2935442,-1.2363143,-0.7333692,1.0480919,-1.3013864,-0.264917,0.85179156,0.6435801,-0.7016006,-0.79961586,-0.45199722,-0.9826341,-1.0978956,-0.5911107,-0.92123115,0.044175733,-1.2181144,0.59623414,-0.74703646,-1.7871809,0.501098,0.29679528,0.22765495,-1.1607664,0.54575783,0.8569353,-0.8724388,-0.5134807,0.61149335,-0.19942631,0.68513364,-1.15711,1.2865816,0.45694983,0.9035432,-0.34744078,0.68928194,-0.2317634,1.0150689,1.1369746,0.9942536,1.0287629,1.4802648,-0.565729,0.99547815,-0.7808592,0.349284,-0.93427527,1.0699561,-0.2586407,0.32127625,1.044278,-0.7740909,-0.01183434,0.3261313,0.2911544,1.264559,-0.9377655,0.7643492,0.579949,-0.20608802,0.74655706,0.27199817,1.4765556,1.1130809,1.4526412,0.7845443,0.6505205,0.3003054,1.00963,-1.3168396,0.8938637,0.23830569,-0.42316326,0.50287694,-0.37001517,1.3236115,1.021928,0.6184298,0.7186394,-0.778148,-1.191704,-0.43651584,-0.98504025,-0.92492115,-0.87472373,0.05440516,-0.85794747,-0.05351288,0.09252152,-0.95319396,-0.3714989,0.3375947,0.47528955,-0.6265997,-1.5011747,1.1201946,-1.2209048,-1.2608697,-1.5591768,0.8405966,1.073251,0.5551361,-0.5058165,0.90947866,0.30281356,-1.174559,0.4397893,0.53723854,-0.7249256,1.0501229
PATHWAY_ENZYME,-0.86845285,0.52524614,-0.86933035,0.5078916,0.6185286,-0.84059715,-0.78528917,-0.79204917,0.5273654,0.72762114,-0.706126,-0.61164695,0.69914937,-0.7475343,0.6689574,-0.8156307,0.62669164,-0.5187053,0.6277579,-0.7497291,0.6999373,-0.7333195,-0.8331216,-0.85252255,-0.82107943,0.65773845,0.6217126,-0.60237575,-0.91607076,-0.84871083,0.63533497,-0.7845904,-0.4855142,-0.7717317,-0.81832397,-0.8661105,-0.8993156,0.7228876,0.67762905,0.5847766,0.58402264,-0.77377284,-0.7641581,-0.6481158,0.603267,0.5995862,0.5324419,0.5768723,0.56293726,-0.85847104,-0.8894876,0.67171365,-0.85217035,0.7087103,-0.84988695,-0.91173685,0.53662986,-0.7447817,-0.75310427,-0.7972238,0.6776723,0.63284343,-0.77174366,-0.8266894,-0.84917766,-0.85587424,0.51616657,-0.8304461,-0.82213134,0.6284757,-0.8483128,0.64554536,0.6366412,0.672031,-0.8519755,0.55589104,-0.63854945,-0.7521484,0.69809574,-0.8441881,0.65585387,0.54641294,-0.9116799,0.6617634,0.56781936,-0.8100453,-0.8044724,0.75641227,0.6427726,0.6657703,-0.8336559,-0.8864385,0.6326615,0.58227205,-0.8571084,-0.7625838,-0.7552635,-0.77248174,-0.85961616,-0.8175067,0.5991775,-0.7040438,0.5894416,-0.856425,-0.8201529,0.4898336,0.8157088,-0.65546066,-0.7481348,-0.8320263,-0.715343,-0.86507326,-0.6965027,-0.7900427,0.60919505,-0.88264465,-0.8475012,-0.75506496,-0.78545594,-0.8543767,0.7730334,0.689213,-0.8299823,-0.805577,0.625546,-0.8794536,0.73880714,-0.8751073,0.65963006,0.8089074,-0.93793064,0.6608767,0.6880291,0.6796084,-0.77833265,-0.7699289,0.5853094,0.67829996,0.6938369,-0.81676924,0.589136,-0.83962375,0.7458471,-0.92317164,-0.89174855,0.6712547,0.5881523,-0.5690481,-0.78859156,-0.78980845,0.68395036,0.6500128,0.47787747,-0.7290042,0.48775646,0.64265704,-0.8940688,-0.71182346,0.63767254,0.6858866,-0.8255881,0.73378515,0.5872728,-0.86631787,-0.7509781,0.60364795,0.6640366,-0.8561071,0.69715846,0.715207,0.6632061,-0.741454,0.5287031,-0.8308807,-0.84581375,-0.84394217,0.68761635,-0.74983436,0.6155673,-0.9147319,-0.84977293,0.6006556,-0.87524,-0.95690644,0.6506407,0.59408855,0.6325449,0.69052094,0.7275334,-0.82266766,0.5651044,-0.85419047,0.48982716,0.5091466,0.74707,0.6986672,-0.7250886,-0.8804278,-0.64276046,0.6494246,-0.31243342,0.569753,-0.32303625,0.5908856,0.71707106,0.42152765,0.42191997,0.41299647,-0.63457173,0.7765276,0.29645488,-0.65521574,-0.64611024,-0.5140478,0.82395905,-0.4230142,-0.6530302,-0.22227883,-0.7215769,-0.06066382,-0.6084841,-0.096819304,-0.30547544,0.37038606,0.15618168,0.6590601,-0.7278734,0.41427013,-0.18236184,-0.11942237,-0.6724165,-0.27309704,-0.64067805,0.25380594,-0.39306757,0.21974725,0.18314621,0.74062425,-0.6431463,-0.6203782,-0.66161263,-0.45570746,0.49563453,0.57285506,-0.62485874,-0.68602306,0.65484303,0.6077576,-0.6266002,0.39282086,0.32547197,0.67178714,-0.2850327,0.7434943,-0.24373908,-0.47361645,0.63899887,-0.18699747,-0.5503228,-0.39667633,-0.71934664,0.7475651,-0.058409393,-0.21479054,0.36307287,-0.32607463,-0.6484928,0.55302054,0.37074804,0.68734324,-0.37347293,-0.6922885,-0.7082443,-0.7384901,0.26558393,0.70631576,0.6398773,0.51812613,0.6894329,0.44979554,-0.82575905,-0.6611439,-0.67140657,0.78235596,0.6125077,-0.59002686,-0.2591858,-0.80343634,-0.6506827,-0.66568434,0.518603,0.0339857,0.7963962,-0.646574,0.36836705,0.379946,-0.13138269,-0.35546443,-0.010209706,0.28256652,-0.60414934,0.73994917,-0.6692295,0.64082265,-0.46335483,0.69448537,0.7565524,0.25848,-0.77737045,-0.32635966,-0.49648458,0.1460947,0.60053253,-0.13258268,0.6985286,0.57114404,0.2059901,-0.46934277,-0.25674146,0.22689353,0.8633812,-0.78020144,-0.5795078,0.49188638,0.70312065,0.39027882,-0.7455893,-0.53480476,0.6859303,0.7489772,0.11922676,-0.75387156,0.6985537,-0.6892941,-0.37542656,-0.35344443,0.63890755,-0.6744321,-0.7347599,-0.38908422,0.6813701,0.318234,-0.7455506,-0.19874473,-0.3375797,-0.7797425,-0.6502349,0.71311253,-0.13192058,0.36295518,-0.65096843,-0.7310379,0.6175011,-0.560858,0.6069062,0.703803,0.38159183,-0.5704661,0.73089826,-0.6646338,0.42866158,0.7571461,-0.57392126,-0.16345689,0.22994532,0.72771466,0.70877385,0.21467958,-0.70639217,-0.81563765,0.6200031,0.09410116,-0.6213874,0.70851475,0.4375303,-0.43975282,0.6964537,-0.17723079,-0.7579002,0.34565136,0.3303673,0.63902265,-0.26806754,0.34670937,-0.6481503,0.5777255,0.79063714,-0.61818737,-0.70998436,-0.15382972,-0.5991471,-0.5538149,-0.56877744,-0.64914054,0.7734514,0.68058485,-0.51982254,0.34909123,-0.36703962,0.71144366
DRUG_TARGET,-1.1517817,-1.2446235,-1.267851,-1.4528943,-0.99636376,-1.5508806,-1.2390546,-1.1477873,-1.2262619,0.17851575,-1.159782,1.6842706,-1.5386823,-1.4185356,-1.9758891,-1.0509834,-1.5219452,0.60084116,-1.6816893,-1.0919597,-1.2300478,-1.1775539,-1.1536684,-1.2722244,-1.2849841,-1.1785827,-1.8013287,-1.4317018,-1.4295884,-1.0970252,-0.92778754,-1.3133993,-1.6503298,-1.4138112,-1.2552276,-1.1085818,-1.4340544,-1.0011996,-1.7849259,-1.78595,-1.4019735,-1.2970667,-1.518051,-1.6067146,-1.977128,-1.0712248,-1.703433,-1.04506,-1.11926,-1.2152859,-1.1777545,-0.6588753,-1.2055284,-1.1826143,-1.2134545,-1.434964,-1.295797,-0.98270744,-1.4436235,-1.3408728,-1.4386004,-1.2417283,-0.9538351,-1.3013868,-1.4604317,-1.4789363,0.2109864,-1.7663603,-1.2585664,-1.1575221,-1.322288,-1.0559596,-1.5566348,-1.3366556,-1.300301,-1.9116322,-0.8481211,-1.0619113,-1.9948088,-1.1434464,-1.8397446,-1.4780812,-1.6468818,-1.863011,-0.3344487,-1.6057372,-1.2058878,-1.2819431,-1.1372607,-1.3675674,-1.5687903,-1.1200725,-1.6626961,-1.6214278,-1.3552139,-1.0641671,-1.0220344,-0.85379416,-1.1327854,-1.2022668,-1.2984182,-1.6818775,-0.93603396,-1.5925982,-1.2780907,-2.01468,-1.7973806,-1.3562768,-1.1861125,-1.5866328,-1.6102679,-1.245459,-1.44215,-1.183109,-1.3750405,-1.5250772,-1.1071775,-1.4548548,-1.1883442,-1.224441,-1.9719331,0.053584468,-1.4625181,-1.1381778,-0.73100924,-1.3787773,1.9457575,-1.6133636,-1.2675749,-0.58870924,-1.5260347,-1.489473,-1.1087154,-2.021167,-1.0972458,-1.104352,-1.3292736,-1.3707082,0.5946562,-1.3731122,-1.3697762,-1.4118245,-1.1195097,-1.2613795,-1.2680537,1.207522,-1.7678021,-1.5369226,-1.1350611,-1.3096806,-1.3719059,1.9144388,-1.809992,-1.5539777,-1.7624726,-1.4069915,-1.2928715,-1.2058269,-1.9789279,-1.2225689,-1.3324736,-0.89523965,-1.917785,-1.1426575,-1.1974738,-1.6305939,-1.3003244,-1.53329,1.5379254,1.1712515,-1.2947382,-1.4318806,-1.0120276,-1.7326639,-1.2342825,-1.1255786,-1.4974846,-1.0807316,-1.7503086,-1.2825307,-1.2144755,-1.4007087,-1.0628506,-1.5004894,-1.7156314,-1.3786962,-1.7506561,-1.3765272,-1.3733072,-1.2148819,-0.9255619,-1.4165441,-1.36631,-1.4889258,0.42420578,-1.5426395,-1.4947406,-1.3205279,-1.2201067,-1.5758835,-0.03566887,0.18970402,-0.42336375,-0.1490182,-1.2407781,0.045998733,-0.8900566,0.1562257,-1.4887519,-1.1625979,-0.47179988,0.27836284,1.1639779,-0.68788785,1.2059088,0.77028054,0.4193517,0.63951623,-1.7761126,0.014604571,1.1305602,0.14136785,0.1321474,0.6337706,0.48854905,0.38779876,-0.3889329,-1.2396724,-0.21524575,0.47667947,1.3067429,0.19297585,1.3469869,0.5199823,0.13745736,0.030852089,0.124183826,-1.631333,1.4868737,0.8691708,-1.3158538,0.52865684,0.94699967,0.20460428,-1.4658248,0.8548931,-1.1489987,-1.2237495,-0.75860757,-0.34769186,-0.13430688,0.28926182,0.2541325,1.0238553,0.3096212,0.25855672,0.017083239,-0.20766383,0.3483762,0.134066,0.4987759,-0.03998773,0.31014168,-0.39831856,-1.2525256,-0.36348492,0.95717394,-0.8970986,0.53148335,-1.2767699,-0.21327512,1.4096615,-0.41162357,1.5596704,-0.5403586,0.39370376,-1.7774891,-0.58183664,-1.5091227,0.04994019,-0.7391431,1.1110514,-0.37690952,1.4218725,-0.69152874,1.2500927,0.24389786,0.94958586,0.9113163,-0.86267143,-0.13970625,-0.013293507,-0.7843267,1.3852518,-0.21665323,-0.37313026,-0.018030139,0.25812575,0.16574426,-0.5839273,0.7426749,1.4147048,-0.9057613,-0.09575302,0.83672667,-0.23532018,-0.9075627,0.045352194,1.2234621,0.8356067,0.33819658,-0.048205923,-1.035328,0.09076708,-1.6329288,0.1040678,-0.05920461,0.7578996,-0.7821755,0.774962,0.90711766,-1.7749119,-0.099540874,-0.041075468,1.4946935,-0.50541204,-1.6507267,-0.3505874,-1.1978282,-1.1861665,-0.684551,-1.7303936,0.7298904,-1.3164214,0.10162791,-0.018321663,-1.1840281,1.4514828,-1.287408,-0.30486125,-0.19411352,-1.3648015,1.4060146,-0.736991,-0.9804695,-0.87132597,-0.9972903,-1.38229,-0.0997663,-0.27590296,1.2473339,0.06998181,0.98056686,-0.14623168,0.63726884,1.4252821,-0.32189205,1.2419814,-0.4190108,-0.7403276,0.60060257,-1.0182151,-1.2812417,0.28345186,0.4137952,0.9386849,-0.70671433,0.7218584,1.01307,-0.7474013,-0.9992418,-0.057953525,0.7646284,-0.5607195,0.22224529,1.002425,0.1346344,0.8806602,-0.83815956,-0.037989117,-0.91791964,-1.4190514,-0.07929905,0.11740013,-1.5642453,-0.4992018,0.6642498,1.5256237,-1.1557573,-0.19587292,0.9817659,0.28453907,0.64274013,-0.19684814,-1.5257376,0.9474318,0.8730994,-0.51642746,0.35947934,0.9354159
DRUG_ATC_C5,-1.3283676,-1.8079426,-1.2131325,-1.7423539,-1.5700407,-1.2660593,-1.2503747,-0.81055593,-1.2532074,-1.5761726,-1.5251083,-0.90537983,-1.7427298,-1.6738256,-1.3772814,-1.1082226,-1.8107232,-1.7516563,-2.0396905,-1.1747924,-1.2549368,-1.127463,-1.1009403,-1.4909341,-1.3366387,-1.7679131,-1.5610489,-1.5728067,-1.1436996,-1.100629,-1.5490153,-1.285333,-1.6714561,-1.11119,-1.1864048,-1.0745683,-1.2076432,-1.8108491,-2.0267587,-2.0201755,-1.675089,-1.1958423,-1.7683136,-1.5490898,-2.1021662,-1.5001678,-1.9505973,-1.5272942,-1.5854743,-1.0033816,-1.0691316,-1.2441299,-0.97026485,-0.7395324,-1.2251459,-1.13432,-1.8556346,-1.04956,-1.2404604,-1.2268616,-1.9257063,-1.8036077,-1.0410192,-1.2266906,-1.419413,-1.412774,-1.3918954,-1.617063,-1.4796553,-1.8858469,-1.2592705,-1.7945046,-1.5522772,-1.9108227,-0.94858664,-1.8620862,-0.5283772,-1.1928748,-1.9957663,-1.2687434,-1.523279,-1.5244123,-1.6315622,-1.8563629,-1.2798092,-0.8836114,-1.2094055,-1.7704664,-1.6486795,-1.7913328,-1.5858718,-1.112824,-1.8874009,-1.5938245,-1.2406131,-1.2097149,-1.0588835,-1.272155,-1.1636055,-1.2614757,-1.6708863,-1.9742476,-0.73401576,-1.1562152,-1.3414384,-1.9623061,-2.1366706,-1.5635595,-1.7882732,-1.1846379,-1.7488613,-1.3047504,-1.3875695,-0.93779147,-1.8850231,-1.10215,-0.88363504,-1.2794881,-1.2521065,-0.94233346,-1.4860973,-2.018664,-1.132443,-1.167837,-1.4528507,-1.1427286,-1.8970153,-1.0805173,-0.3193766,1.5389439,-1.4014823,-1.8353227,-1.4361612,-1.924684,-1.1165931,-1.2272928,-1.8198324,-1.7706511,-1.7609466,-1.074309,-1.2143874,-1.5335203,-1.0292494,-1.2473935,-1.0911837,-1.7173667,-1.8670866,-1.7751722,-1.0534286,-1.225953,-1.4054917,1.8560799,-1.973415,-1.6264731,-1.9244034,-1.3112235,-1.1234128,-1.7241133,-1.5037585,-1.6854849,-1.3991585,-1.3477416,-1.5928597,-1.0759816,-1.28827,-1.6590598,-1.5033236,-1.0807604,-1.7890577,-1.8075539,-1.7051582,-1.340013,-1.5321921,-1.0992308,-1.1590626,-1.2207366,-1.4515278,-1.2753475,-1.0611732,-1.1244301,-1.1751415,-1.8752484,-1.1740452,-1.1923125,-2.189953,-1.7650625,-1.6173306,-1.8025885,-1.4845929,-1.1603934,-1.8859836,-1.2375839,-1.2823017,-1.1652863,-1.3130709,-1.8619066,-1.5619813,-1.303187,-1.3147395,-1.9144309,-0.4635651,-0.3569447,-0.75885516,0.40067747,0.43890992,1.4241269,-0.95797575,1.100489,0.57833505,-1.6232585,0.28398943,1.6170064,0.7289294,-0.77583253,1.6738327,0.54483783,-0.53066224,0.63152695,0.44770795,-0.3336189,0.57794255,1.0120996,0.72668964,-0.71006554,-0.27600658,0.7565418,-1.4799455,1.416315,1.264672,-1.2493808,-0.8252257,-0.88687056,-1.7684596,0.852442,0.5209549,1.1005752,0.69780296,1.1969974,1.5388551,-1.6857255,-0.8317407,-1.486262,0.93470454,1.5028194,0.5685298,0.2472378,1.0535121,0.93064106,-0.7649061,-0.759213,0.24924673,1.3932279,0.3636823,-0.7434695,0.09022572,1.0252553,-0.9188585,-0.7201897,-1.5251906,0.34558284,-1.4474168,0.58938783,0.2501805,0.9370615,0.23298359,-0.5950913,-1.0890367,-0.41557074,1.501412,-0.5094991,-0.17274685,-1.6633083,0.93322384,-1.3396434,-1.0090933,-1.6765145,1.7676352,0.91398805,1.505954,0.3597146,-1.6256485,-0.1489659,-1.391189,-1.1685882,-0.2884284,1.4507014,0.6860049,-0.54226965,-1.1337643,-0.26177832,0.40363976,1.1571125,0.10838398,-0.9811431,-0.42816344,-0.32041514,0.53329825,0.24337865,-0.061941594,0.15825139,0.32301083,-0.13833016,-0.74163103,0.32872137,0.26038054,0.16317615,0.5385422,-0.591364,1.589205,1.1824474,-0.7057485,-0.07376226,1.1419221,-1.0682328,0.6408134,1.4931844,1.1741459,-1.4579422,-0.5017386,1.1967338,1.4032319,-0.1675889,-0.2738832,-0.98459214,-1.6446248,1.2315509,0.2475634,-1.5122555,1.5580611,-0.11841971,1.4173044,1.2153118,1.4822305,-1.9444948,-0.7788295,-0.46319985,1.3173283,0.80122864,-0.7503921,-0.978762,0.67536825,0.7334469,1.5365,0.39826128,0.90500283,-1.4484037,0.54016215,0.5872479,0.12200552,0.3650254,1.169064,0.7161782,1.3687967,0.058002934,0.707995,-0.7710554,1.3529047,-0.91150427,0.8761116,-1.3498816,-0.7095715,-1.3645915,-1.6132674,-1.3092694,0.8892888,1.3842356,-1.2580185,-0.46220276,-1.1326792,-1.0396314,-0.37835407,-1.2027545,0.13354318,-1.0708367,0.48370525,-0.40216547,-0.15255538,-0.93975645,-1.1837349,-1.2410954,-0.95095307,1.0569991,0.17725928,-0.98937774,0.25515836,-0.30095652,1.6627775,-0.085242525,-1.5279164,0.20229644,-1.0856692,0.63792497,0.967481,-1.4878864,0.8984771,0.051345196,-1.4221119,0.65229404,-0.8798322,0.6393416
