epoch,train_loss,valid_loss
1,0.684301985253533,0.6543293595314026
2,0.528032976088764,0.628042995929718
3,0.3438063737728613,0.529903769493103
4,0.24566673063974587,0.44040465354919434
5,0.18337655399771904,0.38133177161216736
6,0.14125519872998163,0.34467989206314087
7,0.11165192240862537,0.3259827792644501
8,0.09064048592992824,0.32486245036125183
9,0.07517952557733591,0.3356083929538727
10,0.06370193889136795,0.34832409024238586
11,0.05546709686088905,0.3610375225543976
12,0.04944537668455419,0.3829437494277954
13,0.044888210596798137,0.40185901522636414
14,0.04149606207506262,0.41890087723731995
15,0.038997745395993155,0.4368031322956085
16,0.037520322653887085,0.44220080971717834
17,0.03642319603789625,0.44970616698265076
18,0.035341967540464814,0.4520655870437622
